Sample,Timestamp,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term
2121,2121.11,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2122,2122.07,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
2123,2123.11,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2124,2124.07,1313.56,1313.56,0.00,10.4,0.0,11.4,-1.0,-0.0,-0.0
2125,2125.11,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-1.0,-0.0,-0.0
2126,2126.07,1313.55,1313.56,0.01,10.8,0.4,11.4,-1.0,-0.0,-0.0
2127,2127.04,1313.54,1313.56,0.02,15.0,0.7,11.4,2.9,-0.0,-0.0
2128,2128.09,1313.56,1313.56,0.00,10.4,0.0,11.4,-1.0,-0.0,-0.0
2129,2129.05,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
2130,2130.10,1313.54,1313.56,0.02,15.0,0.7,11.4,2.8,-0.0,-0.0
2131,2131.07,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
2132,2132.05,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
2133,2133.10,1313.56,1313.56,0.00,10.5,0.0,11.4,-0.9,-0.0,-0.0
2134,2134.08,1313.54,1313.56,0.02,13.1,0.7,11.4,0.9,-0.0,-0.0
2135,2135.11,1313.54,1313.56,0.02,16.0,0.7,11.4,3.8,-0.0,-0.0
2136,2136.07,1313.55,1313.56,0.01,11.8,0.4,11.4,0.0,-0.0,-0.0
2137,2137.04,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2138,2138.10,1313.55,1313.56,0.01,8.0,0.4,11.4,-3.8,-0.0,-0.0
2139,2139.07,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
2140,2140.11,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2141,2141.08,1313.54,1313.56,0.02,13.1,0.7,11.4,0.9,-0.0,-0.0
2142,2142.04,1313.56,1313.56,0.00,12.4,0.0,11.4,1.0,-0.0,-0.0
2143,2143.08,1313.55,1313.56,0.01,12.8,0.4,11.4,1.0,-0.0,-0.0
2144,2144.05,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-1.0,-0.0,-0.0
2145,2145.11,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
2146,2146.07,1313.57,1313.56,-0.01,11.1,-0.4,11.4,0.0,-0.0,-0.0
2147,2147.12,1313.59,1313.56,-0.02,6.8,-0.7,11.4,-3.8,-0.0,-0.0
2148,2148.07,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2149,2149.12,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2150,2150.08,1313.55,1313.56,0.01,12.7,0.4,11.4,1.0,-0.0,-0.0
2151,2151.06,1313.56,1313.56,0.00,12.3,0.0,11.4,0.9,-0.0,-0.0
2152,2152.10,1313.57,1313.56,-0.01,11.0,-0.4,11.4,0.0,-0.0,-0.0
2153,2153.06,1313.56,1313.56,0.00,10.5,0.0,11.4,-0.9,-0.0,-0.0
2154,2154.10,1313.54,1313.56,0.02,14.0,0.7,11.4,1.9,-0.0,-0.0
2155,2155.08,1313.57,1313.56,-0.01,11.0,-0.4,11.4,0.0,-0.0,-0.0
2156,2156.04,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2157,2157.10,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
2158,2158.07,1313.54,1313.56,0.02,15.9,0.7,11.4,3.8,-0.0,-0.0
2159,2159.04,1313.55,1313.56,0.01,10.8,0.4,11.4,-0.9,-0.0,-0.0
2160,2160.08,1313.57,1313.56,-0.01,11.0,-0.4,11.4,0.0,-0.0,-0.0
2161,2161.06,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2162,2162.09,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
2163,2163.07,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2164,2164.11,1313.59,1313.56,-0.02,6.9,-0.7,11.4,-3.8,-0.0,-0.0
2165,2165.08,1313.56,1313.56,0.00,12.3,0.0,11.4,0.9,-0.0,-0.0
2166,2166.05,1313.56,1313.56,0.00,12.4,0.0,11.4,0.9,-0.0,-0.0
2167,2167.10,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2168,2168.11,1313.55,1313.56,0.01,10.8,0.4,11.4,-1.0,-0.0,-0.0
2169,2169.09,1313.57,1313.56,-0.01,9.2,-0.4,11.4,-1.9,-0.0,-0.0
2170,2170.06,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2171,2171.10,1313.56,1313.56,0.00,12.4,0.0,11.4,1.0,-0.0,-0.0
2172,2172.07,1313.57,1313.56,-0.01,8.2,-0.4,11.4,-2.8,-0.0,-0.0
2173,2173.04,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2174,2174.09,1313.55,1313.56,0.01,12.7,0.4,11.4,0.9,-0.0,-0.0
2175,2175.05,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2176,2176.10,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
2177,2177.07,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2178,2178.12,1313.53,1313.56,0.04,15.4,1.1,11.4,2.9,-0.0,-0.0
2179,2179.09,1313.60,1313.56,-0.04,10.3,-1.1,11.4,0.0,-0.0,-0.0
2180,2180.06,1313.54,1313.56,0.02,13.1,0.7,11.4,0.9,-0.0,-0.0
2181,2181.11,1313.53,1313.56,0.04,13.5,1.1,11.4,0.9,-0.0,-0.0
2182,2182.08,1313.59,1313.56,-0.02,9.8,-0.7,11.4,-0.9,-0.0,-0.0
2183,2183.04,1313.59,1313.56,-0.02,9.7,-0.7,11.4,-1.0,-0.0,-0.0
2184,2184.09,1313.57,1313.56,-0.01,11.0,-0.4,11.4,0.0,-0.0,-0.0
2185,2185.07,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2186,2186.04,1313.56,1313.56,0.00,10.5,0.0,11.4,-0.9,-0.0,-0.0
2187,2187.07,1313.56,1313.56,0.00,10.5,0.0,11.4,-1.0,-0.0,-0.0
2188,2188.11,1313.56,1313.56,0.00,12.4,0.0,11.4,1.0,-0.0,-0.0
2189,2189.08,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
2190,2190.04,1313.57,1313.56,-0.01,6.3,-0.4,11.4,-4.7,-0.0,-0.0
2191,2191.09,1313.55,1313.56,0.01,12.7,0.4,11.4,0.9,-0.0,-0.0
2192,2192.05,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2193,2193.11,1313.55,1313.56,0.01,11.8,0.4,11.4,0.0,-0.0,-0.0
2194,2194.07,1313.57,1313.56,-0.01,8.2,-0.4,11.4,-2.8,-0.0,-0.0
2195,2195.04,1313.55,1313.56,0.01,12.7,0.4,11.4,0.9,-0.0,-0.0
2196,2196.08,1313.56,1313.56,0.00,13.4,0.0,11.4,1.9,-0.0,-0.0
2197,2197.05,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-1.0,-0.0,-0.0
2198,2198.10,1313.56,1313.56,0.00,8.6,0.0,11.4,-2.9,-0.0,-0.0
2199,2199.07,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
2200,2200.09,1313.54,1313.56,0.02,15.1,0.7,11.4,2.9,-0.0,-0.0
2201,2201.07,1313.59,1313.56,-0.02,9.7,-0.7,11.4,-0.9,-0.0,-0.0
2202,2202.11,1313.56,1313.56,0.00,12.4,0.0,11.4,0.9,-0.0,-0.0
2203,2203.08,1313.54,1313.56,0.02,15.0,0.7,11.4,2.8,-0.0,-0.0
2204,2204.04,1313.54,1313.56,0.02,13.1,0.7,11.4,0.9,-0.0,-0.0
2205,2205.09,1313.56,1313.56,0.00,12.4,0.0,11.4,0.9,-0.0,-0.0
2206,2206.06,1313.54,1313.56,0.02,15.0,0.7,11.4,2.8,-0.0,-0.0
2207,2207.11,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2208,2208.08,1313.56,1313.56,0.00,10.5,0.0,11.4,-0.9,-0.0,-0.0
2209,2209.05,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2210,2210.09,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2211,2211.07,1313.57,1313.56,-0.01,12.0,-0.4,11.4,0.9,-0.0,-0.0
2212,2212.12,1313.56,1313.56,0.00,12.3,0.0,11.4,0.9,-0.0,-0.0
2213,2213.08,1313.59,1313.56,-0.02,9.7,-0.7,11.4,-0.9,-0.0,-0.0
2214,2214.05,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2215,2215.09,1313.56,1313.56,0.00,12.4,0.0,11.4,0.9,-0.0,-0.0
2216,2216.05,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2217,2217.09,1313.53,1313.56,0.04,17.4,1.1,11.4,4.9,-0.0,-0.0
2218,2218.06,1313.61,1313.56,-0.05,6.2,-1.5,11.4,-3.8,-0.0,-0.0
2219,2219.10,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
2220,2220.07,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2221,2221.12,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
2222,2222.08,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
2223,2223.05,1313.55,1313.56,0.01,12.7,0.4,11.4,1.0,-0.0,-0.0
2224,2224.10,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2225,2225.05,1313.51,1313.56,0.05,16.7,1.5,11.4,3.8,-0.0,-0.0
2226,2226.09,1313.55,1313.56,0.01,9.8,0.4,11.4,-1.9,-0.0,-0.0
2227,2227.06,1313.59,1313.56,-0.02,7.8,-0.7,11.4,-2.8,-0.0,-0.0
2228,2228.11,1313.55,1313.56,0.01,11.8,0.4,11.4,0.0,-0.0,-0.0
2229,2229.08,1313.55,1313.56,0.01,9.9,0.4,11.4,-1.9,-0.0,-0.0
2230,2230.04,1313.53,1313.56,0.04,15.4,1.1,11.4,2.9,-0.0,-0.0
2231,2231.09,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
2232,2232.07,1313.59,1313.56,-0.02,8.8,-0.7,11.4,-1.9,-0.0,-0.0
2233,2233.11,1313.55,1313.56,0.01,10.9,0.4,11.4,-0.9,-0.0,-0.0
2234,2234.07,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2235,2235.04,1313.55,1313.56,0.01,11.8,0.4,11.4,0.0,-0.0,-0.0
2236,2236.09,1313.56,1313.56,0.00,12.4,0.0,11.4,0.9,-0.0,-0.0
2237,2237.06,1313.54,1313.56,0.02,13.1,0.7,11.4,0.9,-0.0,-0.0
2238,2238.11,1313.56,1313.56,0.00,11.5,0.0,11.5,0.0,-0.0,-0.0
2239,2239.06,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-1.0,-0.0,-0.0
2240,2240.10,1313.55,1313.56,0.01,12.8,0.4,11.4,1.0,-0.0,-0.0
2241,2241.06,1313.57,1313.56,-0.01,12.0,-0.4,11.4,0.9,-0.0,-0.0
2242,2242.11,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2243,2243.07,1313.53,1313.56,0.04,18.3,1.1,11.4,5.7,-0.0,-0.0
2244,2244.04,1313.56,1313.56,0.00,10.5,0.0,11.4,-0.9,-0.0,-0.0
2245,2245.09,1313.57,1313.56,-0.01,11.1,-0.4,11.4,0.0,-0.0,-0.0
2246,2246.04,1313.53,1313.56,0.04,17.3,1.1,11.4,4.8,-0.0,-0.0
2247,2247.10,1313.55,1313.56,0.01,10.8,0.4,11.4,-1.0,-0.0,-0.0
2248,2248.07,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
2249,2249.04,1313.57,1313.56,-0.01,9.2,-0.4,11.4,-1.9,-0.0,-0.0
2250,2250.10,1313.54,1313.56,0.02,15.0,0.7,11.4,2.8,-0.0,-0.0
2251,2251.07,1313.55,1313.56,0.01,10.9,0.4,11.4,-0.9,-0.0,-0.0
2252,2252.12,1313.56,1313.56,0.00,12.4,0.0,11.5,0.9,-0.0,-0.0
2253,2253.09,1313.56,1313.56,0.00,10.5,0.0,11.5,-0.9,-0.0,-0.0
2254,2254.04,1313.54,1313.56,0.02,16.1,0.7,11.5,3.9,-0.0,-0.0
2255,2255.08,1313.55,1313.56,0.01,13.8,0.4,11.5,1.9,-0.0,-0.0
2256,2256.05,1313.54,1313.56,0.02,15.0,0.7,11.5,2.8,-0.0,-0.0
2257,2257.10,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2258,2258.07,1313.57,1313.56,-0.01,10.2,-0.4,11.5,-0.9,-0.0,-0.0
2259,2259.12,1313.55,1313.56,0.01,13.7,0.4,11.5,1.9,-0.0,-0.0
2260,2260.09,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-0.9,-0.0,-0.0
2261,2261.06,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2262,2262.09,1313.56,1313.56,0.00,12.4,0.0,11.4,1.0,-0.0,-0.0
2263,2263.04,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2264,2264.08,1313.56,1313.56,0.00,9.6,0.0,11.5,-1.9,-0.0,-0.0
2265,2265.06,1313.56,1313.56,0.00,10.5,0.0,11.5,-0.9,-0.0,-0.0
2266,2266.10,1313.56,1313.56,0.00,11.5,0.0,11.5,0.0,-0.0,-0.0
2267,2267.07,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2268,2268.05,1313.59,1313.56,-0.02,7.9,-0.7,11.4,-2.8,-0.0,-0.0
2269,2269.09,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
2270,2270.07,1313.57,1313.56,-0.01,8.3,-0.4,11.5,-2.8,-0.0,-0.0
2271,2271.11,1313.54,1313.56,0.02,12.2,0.7,11.5,0.0,-0.0,-0.0
2272,2272.07,1313.60,1313.56,-0.04,8.5,-1.1,11.4,-1.9,-0.0,-0.0
2273,2273.09,1313.56,1313.56,0.00,10.5,0.0,11.5,-1.0,-0.0,-0.0
2274,2274.07,1313.54,1313.56,0.02,15.0,0.7,11.5,2.8,-0.0,-0.0
2275,2275.12,1313.56,1313.56,0.00,12.4,0.0,11.5,0.9,-0.0,-0.0
2276,2276.09,1313.55,1313.56,0.01,12.8,0.4,11.5,1.0,-0.0,-0.0
2277,2277.05,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-1.0,-0.0,-0.0
2278,2278.10,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2279,2279.07,1313.59,1313.56,-0.02,8.8,-0.7,11.5,-1.9,-0.0,-0.0
2280,2280.11,1313.57,1313.56,-0.01,8.3,-0.4,11.5,-2.8,-0.0,-0.0
2281,2281.09,1313.56,1313.56,0.00,9.6,0.0,11.5,-1.9,-0.0,-0.0
2282,2282.05,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2283,2283.08,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-1.0,-0.0,-0.0
2284,2284.05,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-0.9,-0.0,-0.0
2285,2285.10,1313.55,1313.56,0.01,13.7,0.4,11.5,1.9,-0.0,-0.0
2286,2286.06,1313.59,1313.56,-0.02,9.8,-0.7,11.4,-1.0,-0.0,-0.0
2287,2287.11,1313.55,1313.56,0.01,13.7,0.4,11.4,1.9,-0.0,-0.0
2288,2288.09,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2289,2289.06,1313.55,1313.56,0.01,10.9,0.4,11.5,-0.9,-0.0,-0.0
2290,2290.10,1313.57,1313.56,-0.01,8.2,-0.4,11.5,-2.8,-0.0,-0.0
2291,2291.08,1313.59,1313.56,-0.02,10.7,-0.7,11.5,0.0,-0.0,-0.0
2292,2292.04,1313.53,1313.56,0.04,17.3,1.1,11.5,4.8,-0.0,-0.0
2293,2293.09,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2294,2294.04,1313.54,1313.56,0.02,11.2,0.7,11.5,-1.0,-0.0,-0.0
2295,2295.10,1313.54,1313.56,0.02,15.0,0.7,11.5,2.8,-0.0,-0.0
2296,2296.05,1313.56,1313.56,0.00,13.4,0.0,11.5,1.9,-0.0,-0.0
2297,2297.09,1313.56,1313.56,0.00,13.4,0.0,11.5,1.9,-0.0,-0.0
2298,2298.07,1313.59,1313.56,-0.02,9.8,-0.7,11.5,-0.9,-0.0,-0.0
2299,2299.10,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2300,2300.06,1313.53,1313.56,0.04,16.4,1.1,11.5,3.8,-0.0,-0.0
2301,2301.11,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-1.0,-0.0,-0.0
2302,2302.07,1313.54,1313.56,0.02,14.1,0.7,11.5,1.9,-0.0,-0.0
2303,2303.04,1313.56,1313.56,0.00,10.5,0.0,11.5,-0.9,-0.0,-0.0
2304,2304.07,1313.57,1313.56,-0.01,12.1,-0.4,11.5,1.0,-0.0,-0.0
2305,2305.04,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2306,2306.08,1313.55,1313.56,0.01,13.8,0.4,11.5,1.9,-0.0,-0.0
2307,2307.05,1313.56,1313.56,0.00,10.5,0.0,11.5,-0.9,-0.0,-0.0
2308,2308.08,1313.57,1313.56,-0.01,14.0,-0.4,11.5,2.9,-0.0,-0.0
2309,2309.05,1313.55,1313.56,0.01,11.8,0.4,11.5,0.0,-0.0,-0.0
2310,2310.11,1313.57,1313.56,-0.01,11.1,-0.4,11.5,0.0,-0.0,-0.0
2311,2311.10,1313.54,1313.56,0.02,15.0,0.7,11.5,2.8,-0.0,-0.0
2312,2312.07,1313.56,1313.56,0.00,11.5,0.0,11.5,0.0,-0.0,-0.0
2313,2313.04,1313.56,1313.56,0.00,12.4,0.0,11.5,0.9,-0.0,-0.0
2314,2314.08,1313.54,1313.56,0.02,16.0,0.7,11.5,3.8,-0.0,-0.0
2315,2315.05,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2316,2316.08,1313.50,1313.56,0.06,19.0,1.8,11.5,5.7,-0.0,-0.0
2317,2317.04,1313.57,1313.56,-0.01,6.3,-0.4,11.5,-4.8,-0.0,-0.0
2318,2318.08,1313.57,1313.56,-0.01,11.1,-0.4,11.5,0.0,-0.0,-0.0
2319,2319.05,1313.57,1313.56,-0.01,10.2,-0.4,11.5,-1.0,-0.0,-0.0
2320,2320.11,1313.59,1313.56,-0.02,9.8,-0.7,11.5,-0.9,-0.0,-0.0
2321,2321.09,1313.54,1313.56,0.02,13.1,0.7,11.5,0.9,-0.0,-0.0
2322,2322.05,1313.55,1313.56,0.01,14.7,0.4,11.5,2.8,-0.0,-0.0
2323,2323.10,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-0.9,-0.0,-0.0
2324,2324.07,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2325,2325.04,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-0.9,-0.0,-0.0
2326,2326.09,1313.53,1313.56,0.04,14.4,1.1,11.5,1.9,-0.0,-0.0
2327,2327.04,1313.56,1313.56,0.00,10.5,0.0,11.5,-1.0,-0.0,-0.0
2328,2328.08,1313.57,1313.56,-0.01,11.1,-0.4,11.4,0.0,-0.0,-0.0
2329,2329.04,1313.55,1313.56,0.01,10.9,0.4,11.5,-1.0,-0.0,-0.0
2330,2330.09,1313.57,1313.56,-0.01,9.2,-0.4,11.4,-1.9,-0.0,-0.0
2331,2331.05,1313.57,1313.56,-0.01,8.2,-0.4,11.4,-2.8,-0.0,-0.0
2332,2332.09,1313.55,1313.56,0.01,12.8,0.4,11.4,1.0,-0.0,-0.0
2333,2333.05,1313.56,1313.56,0.00,10.5,0.0,11.4,-1.0,-0.0,-0.0
2334,2334.10,1313.57,1313.56,-0.01,8.2,-0.4,11.5,-2.9,-0.0,-0.0
2335,2335.07,1313.56,1313.56,0.00,12.4,0.0,11.5,0.9,-0.0,-0.0
2336,2336.04,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2337,2337.09,1313.56,1313.56,0.00,13.3,0.0,11.4,1.9,-0.0,-0.0
2338,2338.05,1313.57,1313.56,-0.01,8.2,-0.4,11.5,-2.9,-0.0,-0.0
2339,2339.11,1313.53,1313.56,0.04,14.5,1.1,11.5,1.9,-0.0,-0.0
2340,2340.08,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2341,2341.04,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-1.0,-0.0,-0.0
2342,2342.08,1313.57,1313.56,-0.01,10.1,-0.4,11.4,-0.9,-0.0,-0.0
2343,2343.05,1313.56,1313.56,0.00,7.7,0.0,11.5,-3.8,-0.0,-0.0
2344,2344.09,1313.56,1313.56,0.00,11.5,0.0,11.5,0.0,-0.0,-0.0
2345,2345.05,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2346,2346.09,1313.55,1313.56,0.01,11.8,0.4,11.5,0.0,-0.0,-0.0
2347,2347.04,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-1.0,-0.0,-0.0
2348,2348.08,1313.60,1313.56,-0.04,9.4,-1.1,11.4,-1.0,-0.0,-0.0
2349,2349.06,1313.54,1313.56,0.02,14.1,0.7,11.5,1.9,-0.0,-0.0
2350,2350.11,1313.57,1313.56,-0.01,10.2,-0.4,11.5,-0.9,-0.0,-0.0
2351,2351.06,1313.60,1313.56,-0.04,6.5,-1.1,11.5,-3.8,-0.0,-0.0
2352,2352.04,1313.55,1313.56,0.01,14.7,0.4,11.4,2.8,-0.0,-0.0
2353,2353.09,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
2354,2354.06,1313.56,1313.56,0.00,11.4,0.0,11.4,0.0,-0.0,-0.0
2355,2355.11,1313.55,1313.56,0.01,11.8,0.4,11.4,0.0,-0.0,-0.0
2356,2356.07,1313.56,1313.56,0.00,9.5,0.0,11.4,-1.9,-0.0,-0.0
2357,2357.04,1313.57,1313.56,-0.01,11.1,-0.4,11.4,0.0,-0.0,-0.0
2358,2358.09,1313.59,1313.56,-0.02,9.8,-0.7,11.4,-0.9,-0.0,-0.0
2359,2359.06,1313.55,1313.56,0.01,11.8,0.4,11.4,0.0,-0.0,-0.0
2360,2360.10,1313.57,1313.56,-0.01,8.2,-0.4,11.4,-2.8,-0.0,-0.0
2361,2361.08,1313.59,1313.56,-0.02,9.8,-0.7,11.4,-0.9,-0.0,-0.0
2362,2362.11,1313.59,1313.56,-0.02,7.8,-0.7,11.4,-2.9,-0.0,-0.0
2363,2363.08,1313.55,1313.56,0.01,11.8,0.4,11.4,0.0,-0.0,-0.0
2364,2364.05,1313.57,1313.56,-0.01,8.2,-0.4,11.4,-2.9,-0.0,-0.0
2365,2365.09,1313.54,1313.56,0.02,15.0,0.7,11.4,2.9,-0.0,-0.0
2366,2366.05,1313.57,1313.56,-0.01,9.1,-0.4,11.4,-1.9,-0.0,-0.0
2367,2367.09,1313.55,1313.56,0.01,11.8,0.4,11.5,0.0,-0.0,-0.0
2368,2368.05,1313.53,1313.56,0.04,16.4,1.1,11.5,3.8,-0.0,-0.0
2369,2369.11,1313.59,1313.56,-0.02,8.9,-0.7,11.5,-1.9,-0.0,-0.0
2370,2370.07,1313.55,1313.56,0.01,10.9,0.4,11.5,-0.9,-0.0,-0.0
2371,2371.05,1313.59,1313.56,-0.02,8.8,-0.7,11.4,-1.9,-0.0,-0.0
2372,2372.07,1313.55,1313.56,0.01,11.8,0.4,11.5,0.0,-0.0,-0.0
2373,2373.12,1313.57,1313.56,-0.01,11.1,-0.4,11.5,0.0,-0.0,-0.0
2374,2374.08,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2375,2375.04,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2376,2376.09,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2377,2377.11,1313.56,1313.56,0.00,12.4,0.0,11.5,1.0,-0.0,-0.0
2378,2378.08,1313.57,1313.56,-0.01,11.1,-0.4,11.5,0.0,-0.0,-0.0
2379,2379.06,1313.54,1313.56,0.02,15.0,0.7,11.5,2.8,-0.0,-0.0
2380,2380.10,1313.60,1313.56,-0.04,9.4,-1.1,11.5,-0.9,-0.0,-0.0
2381,2381.06,1313.55,1313.56,0.01,14.7,0.4,11.5,2.8,-0.0,-0.0
2382,2382.11,1313.56,1313.56,0.00,10.5,0.0,11.5,-1.0,-0.0,-0.0
2383,2383.07,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2384,2384.11,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-1.0,-0.0,-0.0
2385,2385.08,1313.59,1313.56,-0.02,9.8,-0.7,11.5,-0.9,-0.0,-0.0
2386,2386.11,1313.57,1313.56,-0.01,8.2,-0.4,11.5,-2.9,-0.0,-0.0
2387,2387.07,1313.56,1313.56,0.00,12.4,0.0,11.4,0.9,-0.0,-0.0
2388,2388.05,1313.55,1313.56,0.01,9.0,0.4,11.5,-2.8,-0.0,-0.0
2389,2389.09,1313.56,1313.56,0.00,11.5,0.0,11.5,0.0,-0.0,-0.0
2390,2390.05,1313.57,1313.56,-0.01,12.1,-0.4,11.5,1.0,-0.0,-0.0
2391,2391.09,1313.54,1313.56,0.02,15.1,0.7,11.5,2.9,-0.0,-0.0
2392,2392.05,1313.55,1313.56,0.01,13.7,0.4,11.5,1.9,-0.0,-0.0
2393,2393.09,1313.55,1313.56,0.01,9.9,0.4,11.5,-1.9,-0.0,-0.0
2394,2394.04,1313.57,1313.56,-0.01,8.3,-0.4,11.5,-2.8,-0.0,-0.0
2395,2395.08,1313.57,1313.56,-0.01,10.1,-0.4,11.5,-1.0,-0.0,-0.0
2396,2396.05,1313.55,1313.56,0.01,13.7,0.4,11.5,1.9,-0.0,-0.0
2397,2397.09,1313.57,1313.56,-0.01,11.1,-0.4,11.5,0.0,-0.0,-0.0
2398,2398.07,1313.56,1313.56,0.00,9.6,0.0,11.5,-1.9,-0.0,-0.0
2399,2399.04,1313.53,1313.56,0.04,17.3,1.1,11.5,4.7,-0.0,-0.0
2400,2400.08,1313.57,1313.56,-0.01,9.2,-0.4,11.5,-1.9,-0.0,-0.0
2401,2401.04,1313.57,1313.56,-0.01,12.0,-0.4,11.5,1.0,-0.0,-0.0
2402,2402.09,1313.55,1313.56,0.01,12.8,0.4,11.5,0.9,-0.0,-0.0
2403,2403.05,1313.54,1313.56,0.02,15.1,0.7,11.5,2.9,-0.0,-0.0
